StationCode,LongName,Number,Type,OperatingCompany,Destination,PlannedDepartureTime,Delay
MTH,Martenshoek,37896,Stoptrein,Arriva,GN,2016-12-07T00:05:00Z,PT0S
GV,Den Haag HS,15184,Sprinter,NS,GVC,2016-12-06T23:55:00Z,PT12M18S
GV,Den Haag HS,15184,Sprinter,NS,GVC,2016-12-06T23:55:00Z,PT12M18S
GV,Den Haag HS,15184,Sprinter,NS,GVC,2016-12-06T23:55:00Z,PT12M18S
GV,Den Haag HS,15184,Sprinter,NS,GVC,2016-12-06T23:55:00Z,PT12M18S
WD,Woerden,8893,Intercity,NS,UT,2016-12-06T23:54:00Z,PT16M20S
WD,Woerden,8893,Intercity,NS,UT,2016-12-06T23:54:00Z,PT16M20S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT3M44S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT3M44S
RSW,Rijswijk,5186,Sprinter,NS,GVC,2016-12-07T00:05:00Z,PT2M1S
RSW,Rijswijk,5186,Sprinter,NS,GVC,2016-12-07T00:05:00Z,PT2M1S
DL,Dalfsen,8096,Stoptrein,Arriva,ZL,2016-12-07T00:06:00Z,PT1M8S
DL,Dalfsen,8096,Stoptrein,Arriva,ZL,2016-12-07T00:06:00Z,PT1M8S
HDG,Hurdegaryp,37496,Stoptrein,Arriva,LW,2016-12-07T00:06:00Z,PT1M51S
HDG,Hurdegaryp,37496,Stoptrein,Arriva,LW,2016-12-07T00:06:00Z,PT1M51S
ASS,Amsterdam Sloterdijk,14897,Sprinter,NS,HLM,2016-12-07T00:09:00Z,PT0S
ASS,Amsterdam Sloterdijk,14897,Sprinter,NS,HLM,2016-12-07T00:09:00Z,PT0S
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT0S
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT0S
PMO,Purmerend Overwhere,1586,Intercity,NS,HN,2016-12-07T00:08:00Z,PT0S
PMO,Purmerend Overwhere,1586,Intercity,NS,HN,2016-12-07T00:08:00Z,PT0S
MTN,Maastricht Noord,32090,Stoptrein,Veolia,MT,2016-12-07T00:08:00Z,PT2M53S
MTN,Maastricht Noord,32090,Stoptrein,Veolia,MT,2016-12-07T00:08:00Z,PT2M53S
MES,Meerssen,32090,Stoptrein,Veolia,MT,2016-12-07T00:05:00Z,PT3M6S
MES,Meerssen,32090,Stoptrein,Veolia,MT,2016-12-07T00:05:00Z,PT3M6S
ASA,Amsterdam Amstel,7495,Sprinter,NS,UT,2016-12-07T00:07:00Z,PT0S
ASA,Amsterdam Amstel,7495,Sprinter,NS,UT,2016-12-07T00:07:00Z,PT0S
ASDZ,Amsterdam Zuid,4386,Sprinter,NS,HFD,2016-12-07T00:08:00Z,PT24S
ASDZ,Amsterdam Zuid,4386,Sprinter,NS,HFD,2016-12-07T00:08:00Z,PT24S
UHM,Uithuizermeeden,37681,Stoptrein,Arriva,RD,2016-12-07T00:07:00Z,PT1M19S
UHM,Uithuizermeeden,37681,Stoptrein,Arriva,RD,2016-12-07T00:07:00Z,PT1M19S
DDR,Dordrecht,12680,Intercity,NS,RSD,2016-12-07T00:00:00Z,PT6M36S
DDR,Dordrecht,12680,Intercity,NS,RSD,2016-12-07T00:00:00Z,PT6M36S
DDZD,Dordrecht Zuid,12680,Intercity,NS,RSD,2016-12-07T00:04:00Z,PT7M47S
DDZD,Dordrecht Zuid,12680,Intercity,NS,RSD,2016-12-07T00:04:00Z,PT7M47S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT7M15S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT7M15S
ZVB,Zevenbergen,12680,Intercity,NS,RSD,2016-12-07T00:17:00Z,PT6M47S
ZVB,Zevenbergen,12680,Intercity,NS,RSD,2016-12-07T00:17:00Z,PT6M47S
ODB,Oudenbosch,12680,Intercity,NS,RSD,2016-12-07T00:25:00Z,PT6M10S
ODB,Oudenbosch,12680,Intercity,NS,RSD,2016-12-07T00:25:00Z,PT6M10S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT12M48S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT12M48S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT3M44S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT3M44S
GVMW,Den Haag Moerwijk,5186,Sprinter,NS,GVC,2016-12-07T00:08:00Z,PT1M47S
GVMW,Den Haag Moerwijk,5186,Sprinter,NS,GVC,2016-12-07T00:08:00Z,PT1M47S
HIL,Hillegom,6399,Sprinter,NS,GV,2016-12-07T00:07:00Z,PT2M1S
HIL,Hillegom,6399,Sprinter,NS,GV,2016-12-07T00:07:00Z,PT2M1S
AMR,Alkmaar,4082,Sprinter,NS,HWD,2016-12-07T00:02:00Z,PT8M33S
AMR,Alkmaar,4082,Sprinter,NS,HWD,2016-12-07T00:02:00Z,PT8M33S
HGL,Hengelo,1787,Intercity,NS,ES,2016-12-07T00:08:00Z,PT0S
HGL,Hengelo,1787,Intercity,NS,ES,2016-12-07T00:08:00Z,PT0S
DDR,Dordrecht,36795,Stoptrein,Arriva,GR,2016-12-07T00:08:00Z,PT0S
DDR,Dordrecht,36795,Stoptrein,Arriva,GR,2016-12-07T00:08:00Z,PT0S
BR,Blerick,1987,Intercity,NS,VL,2016-12-07T00:07:00Z,PT1M39S
BR,Blerick,1987,Intercity,NS,VL,2016-12-07T00:07:00Z,PT1M39S
BR,Blerick,1987,Intercity,NS,VL,2016-12-07T00:07:00Z,PT1M39S
BR,Blerick,1987,Intercity,NS,VL,2016-12-07T00:07:00Z,PT1M39S
KW,Kropswolde,37896,Stoptrein,Arriva,GN,2016-12-07T00:07:00Z,PT0S
KW,Kropswolde,37896,Stoptrein,Arriva,GN,2016-12-07T00:07:00Z,PT0S
RLB,Rotterdam Lombardijen,15188,Sprinter,NS,RTD,2016-12-07T00:09:00Z,PT0S
RLB,Rotterdam Lombardijen,15188,Sprinter,NS,RTD,2016-12-07T00:09:00Z,PT0S
DZW,Delfzijl West,37781,Stoptrein,Arriva,DZ,2016-12-07T00:07:00Z,PT1M12S
DZW,Delfzijl West,37781,Stoptrein,Arriva,DZ,2016-12-07T00:07:00Z,PT1M12S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
GDM,Geldermalsen,36790,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT0S
GDM,Geldermalsen,36790,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT0S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT1M10S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT1M10S
LEDN,Leiden Centraal,2197,Intercity,NS,GV,2016-12-07T00:07:00Z,PT2M6S
LEDN,Leiden Centraal,2197,Intercity,NS,GV,2016-12-07T00:07:00Z,PT2M6S
LEDN,Leiden Centraal,2197,Intercity,NS,GV,2016-12-07T00:07:00Z,PT2M6S
LEDN,Leiden Centraal,2197,Intercity,NS,GV,2016-12-07T00:07:00Z,PT2M6S
ZD,Zaandam,4095,Sprinter,NS,ASD,2016-12-07T00:03:00Z,PT7M15S
ZD,Zaandam,4095,Sprinter,NS,ASD,2016-12-07T00:03:00Z,PT7M15S
ASS,Amsterdam Sloterdijk,2693,Intercity,NS,ASD,2016-12-06T23:55:00Z,PT14M42S
ASS,Amsterdam Sloterdijk,2693,Intercity,NS,ASD,2016-12-06T23:55:00Z,PT14M42S
ASS,Amsterdam Sloterdijk,2693,Intercity,NS,ASD,2016-12-06T23:55:00Z,PT14M42S
ASS,Amsterdam Sloterdijk,2693,Intercity,NS,ASD,2016-12-06T23:55:00Z,PT14M42S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT1M14S
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT1M14S
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT1M14S
NA,Nieuw Amsterdam,8083,Stoptrein,Arriva,EMN,2016-12-07T00:08:00Z,PT1M14S
GVMW,Den Haag Moerwijk,5186,Sprinter,NS,GVC,2016-12-07T00:08:00Z,PT1M47S
GVMW,Den Haag Moerwijk,5186,Sprinter,NS,GVC,2016-12-07T00:08:00Z,PT1M47S
SDM,Schiedam Centrum,15195,Sprinter,NS,DDR,2016-12-07T00:09:00Z,PT0S
SDM,Schiedam Centrum,15195,Sprinter,NS,DDR,2016-12-07T00:09:00Z,PT0S
MTN,Maastricht Noord,32090,Stoptrein,Veolia,MT,2016-12-07T00:08:00Z,PT2M53S
MTN,Maastricht Noord,32090,Stoptrein,Veolia,MT,2016-12-07T00:08:00Z,PT2M53S
DZW,Delfzijl West,37781,Stoptrein,Arriva,DZ,2016-12-07T00:07:00Z,PT1M12S
DZW,Delfzijl West,37781,Stoptrein,Arriva,DZ,2016-12-07T00:07:00Z,PT1M12S
HIL,Hillegom,6399,Sprinter,NS,GV,2016-12-07T00:07:00Z,PT2M1S
HIL,Hillegom,6399,Sprinter,NS,GV,2016-12-07T00:07:00Z,PT2M1S
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT4M14S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT4M14S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT4M14S
ZWD,Zwijndrecht,5193,Sprinter,NS,DDR,2016-12-07T00:06:00Z,PT4M14S
NSCH,Bad Nieuweschans,37598,Stoptrein,Arriva,GN,2016-12-07T00:10:00Z,PT0S
NSCH,Bad Nieuweschans,37598,Stoptrein,Arriva,GN,2016-12-07T00:10:00Z,PT0S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT1M23S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT1M23S
ASS,Amsterdam Sloterdijk,14897,Sprinter,NS,HLM,2016-12-07T00:09:00Z,PT0S
ASS,Amsterdam Sloterdijk,14897,Sprinter,NS,HLM,2016-12-07T00:09:00Z,PT0S
WD,Woerden,8893,Intercity,NS,UT,2016-12-06T23:54:00Z,PT16M20S
WD,Woerden,8893,Intercity,NS,UT,2016-12-06T23:54:00Z,PT16M20S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT12M48S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT12M48S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT14M1S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT14M1S
KLP,Veenendaal-De Klomp,303091,Intercity,NS,NM,2016-12-07T00:12:00Z,PT6M8S
KLP,Veenendaal-De Klomp,303091,Intercity,NS,NM,2016-12-07T00:12:00Z,PT6M8S
ED,Ede-Wageningen,303091,Intercity,NS,NM,2016-12-07T00:18:00Z,PT5M40S
ED,Ede-Wageningen,303091,Intercity,NS,NM,2016-12-07T00:18:00Z,PT5M40S
AH,Arnhem Centraal,303091,Intercity,NS,NM,2016-12-07T00:34:00Z,PT1M50S
AH,Arnhem Centraal,303091,Intercity,NS,NM,2016-12-07T00:34:00Z,PT1M50S
EST,Elst,303091,Intercity,NS,NM,2016-12-07T00:42:00Z,PT1M14S
EST,Elst,303091,Intercity,NS,NM,2016-12-07T00:42:00Z,PT1M14S
BHDV,Boven-Hardinxveld,36788,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT3M4S
BHDV,Boven-Hardinxveld,36788,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT3M4S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
HGV,Hoogeveen,587,Intercity,NS,GN,2016-12-07T00:16:00Z,PT57S
HGV,Hoogeveen,587,Intercity,NS,GN,2016-12-07T00:16:00Z,PT57S
AMR,Alkmaar,4082,Sprinter,NS,HWD,2016-12-07T00:02:00Z,PT8M33S
AMR,Alkmaar,4082,Sprinter,NS,HWD,2016-12-07T00:02:00Z,PT8M33S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT9M2S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT9M2S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
DT,Delft,1406,Nachtnettrein,NS,UT,2016-12-07T00:14:00Z,PT0S
DT,Delft,1406,Nachtnettrein,NS,UT,2016-12-07T00:14:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
ASS,Amsterdam Sloterdijk,4095,Sprinter,NS,ASD,2016-12-07T00:09:00Z,PT5M29S
ASS,Amsterdam Sloterdijk,4095,Sprinter,NS,ASD,2016-12-07T00:09:00Z,PT5M29S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT12M37S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT12M37S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
HWZB,Halfweg-Zwanenburg,14897,Sprinter,NS,HLM,2016-12-07T00:14:00Z,PT0S
HWZB,Halfweg-Zwanenburg,14897,Sprinter,NS,HLM,2016-12-07T00:14:00Z,PT0S
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
UTZL,Utrecht Zuilen,7493,Sprinter,NS,UT,2016-12-07T00:09:00Z,PT0S
UTZL,Utrecht Zuilen,7493,Sprinter,NS,UT,2016-12-07T00:09:00Z,PT0S
UTZL,Utrecht Zuilen,7493,Sprinter,NS,UT,2016-12-07T00:09:00Z,PT0S
UTZL,Utrecht Zuilen,7493,Sprinter,NS,UT,2016-12-07T00:09:00Z,PT0S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT2M9S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT2M9S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT1M55S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT1M55S
VDO,Vlaardingen Oost,4197,Sprinter,NS,RTD,2016-12-07T00:16:00Z,PT1M41S
VDO,Vlaardingen Oost,4197,Sprinter,NS,RTD,2016-12-07T00:16:00Z,PT1M41S
NWL,Schiedam Nieuwland,4197,Sprinter,NS,RTD,2016-12-07T00:19:00Z,PT1M27S
NWL,Schiedam Nieuwland,4197,Sprinter,NS,RTD,2016-12-07T00:19:00Z,PT1M27S
SDM,Schiedam Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:23:00Z,PT1M13S
SDM,Schiedam Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:23:00Z,PT1M13S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT2M9S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT2M9S
SHL,Schiphol Airport,24402,Extra trein,NS,ASB,2016-12-07T00:18:00Z,PT0S
SHL,Schiphol Airport,24402,Extra trein,NS,ASB,2016-12-07T00:18:00Z,PT0S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT3M23S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT3M23S
HBZM,Hardinxveld Blauwe Zoom,36788,Stoptrein,Arriva,DDR,2016-12-07T00:14:00Z,PT3M14S
HBZM,Hardinxveld Blauwe Zoom,36788,Stoptrein,Arriva,DDR,2016-12-07T00:14:00Z,PT3M14S
SDT,Sliedrecht,36788,Stoptrein,Arriva,DDR,2016-12-07T00:18:00Z,PT3M
SDT,Sliedrecht,36788,Stoptrein,Arriva,DDR,2016-12-07T00:18:00Z,PT3M
BHDV,Boven-Hardinxveld,36788,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT3M4S
BHDV,Boven-Hardinxveld,36788,Stoptrein,Arriva,DDR,2016-12-07T00:09:00Z,PT3M4S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
GERP,Groningen Europapark,37896,Stoptrein,Arriva,GN,2016-12-07T00:17:00Z,PT1M14S
GERP,Groningen Europapark,37896,Stoptrein,Arriva,GN,2016-12-07T00:17:00Z,PT1M14S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT12M37S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT12M37S
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
LEDN,Leiden Centraal,1405,Nachtnettrein,NS,RTD,2016-12-07T01:23:00Z,PT0S
LEDN,Leiden Centraal,1405,Nachtnettrein,NS,RTD,2016-12-07T01:23:00Z,PT0S
GV,Den Haag HS,1410,Nachtnettrein,NS,UT,2016-12-07T01:23:00Z,PT0S
GV,Den Haag HS,1410,Nachtnettrein,NS,UT,2016-12-07T01:23:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,7495,Sprinter,NS,UT,2016-12-07T00:16:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,7495,Sprinter,NS,UT,2016-12-07T00:16:00Z,PT0S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
SDTB,Sliedrecht Baanhoek,36795,Stoptrein,Arriva,GR,2016-12-07T00:15:00Z,PT1M47S
SDTB,Sliedrecht Baanhoek,36795,Stoptrein,Arriva,GR,2016-12-07T00:15:00Z,PT1M47S
SDT,Sliedrecht,36795,Stoptrein,Arriva,GR,2016-12-07T00:18:00Z,PT1M33S
SDT,Sliedrecht,36795,Stoptrein,Arriva,GR,2016-12-07T00:18:00Z,PT1M33S
HBZM,Hardinxveld Blauwe Zoom,36795,Stoptrein,Arriva,GR,2016-12-07T00:21:00Z,PT1M19S
HBZM,Hardinxveld Blauwe Zoom,36795,Stoptrein,Arriva,GR,2016-12-07T00:21:00Z,PT1M19S
GND,Hardinxveld-Giessendam,36795,Stoptrein,Arriva,GR,2016-12-07T00:23:00Z,PT1M10S
GND,Hardinxveld-Giessendam,36795,Stoptrein,Arriva,GR,2016-12-07T00:23:00Z,PT1M10S
RTD,Rotterdam Centraal,15195,Sprinter,NS,DDR,2016-12-07T00:17:00Z,PT0S
RTD,Rotterdam Centraal,15195,Sprinter,NS,DDR,2016-12-07T00:17:00Z,PT0S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT1M55S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT1M55S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT9M2S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT9M2S
ASS,Amsterdam Sloterdijk,4095,Sprinter,NS,ASD,2016-12-07T00:09:00Z,PT5M29S
ASS,Amsterdam Sloterdijk,4095,Sprinter,NS,ASD,2016-12-07T00:09:00Z,PT5M29S
HWZB,Halfweg-Zwanenburg,314882,Sprinter,NS,ASD,2016-12-07T00:14:00Z,PT0S
HWZB,Halfweg-Zwanenburg,314882,Sprinter,NS,ASD,2016-12-07T00:14:00Z,PT0S
DDZD,Dordrecht Zuid,12680,Intercity,NS,RSD,2016-12-07T00:04:00Z,PT9M31S
DDZD,Dordrecht Zuid,12680,Intercity,NS,RSD,2016-12-07T00:04:00Z,PT9M31S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT8M59S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT8M59S
ZVB,Zevenbergen,12680,Intercity,NS,RSD,2016-12-07T00:17:00Z,PT8M31S
ZVB,Zevenbergen,12680,Intercity,NS,RSD,2016-12-07T00:17:00Z,PT8M31S
ODB,Oudenbosch,12680,Intercity,NS,RSD,2016-12-07T00:25:00Z,PT7M54S
ODB,Oudenbosch,12680,Intercity,NS,RSD,2016-12-07T00:25:00Z,PT7M54S
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT1M
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
VH,Voorhout,6399,Sprinter,NS,GV,2016-12-07T00:14:00Z,PT2M40S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT1M23S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT1M23S
HWZB,Halfweg-Zwanenburg,14897,Sprinter,NS,HLM,2016-12-07T00:14:00Z,PT0S
HWZB,Halfweg-Zwanenburg,14897,Sprinter,NS,HLM,2016-12-07T00:14:00Z,PT0S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
GV,Den Haag HS,5186,Sprinter,NS,GVC,2016-12-07T00:13:00Z,PT1M42S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT3M23S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT3M23S
DT,Delft,1406,Nachtnettrein,NS,UT,2016-12-07T00:14:00Z,PT0S
DT,Delft,1406,Nachtnettrein,NS,UT,2016-12-07T00:14:00Z,PT0S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT13M42S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT13M42S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT13M42S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT13M42S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
ASA,Amsterdam Amstel,1405,Nachtnettrein,NS,RTD,2016-12-07T00:20:00Z,PT1M17S
ASA,Amsterdam Amstel,1405,Nachtnettrein,NS,RTD,2016-12-07T00:20:00Z,PT1M17S
ASB,Amsterdam Bijlmer ArenA,1405,Nachtnettrein,NS,RTD,2016-12-07T00:15:00Z,PT1M39S
ASB,Amsterdam Bijlmer ArenA,1405,Nachtnettrein,NS,RTD,2016-12-07T00:15:00Z,PT1M39S
SDTB,Sliedrecht Baanhoek,36795,Stoptrein,Arriva,GR,2016-12-07T00:15:00Z,PT1M47S
SDTB,Sliedrecht Baanhoek,36795,Stoptrein,Arriva,GR,2016-12-07T00:15:00Z,PT1M47S
DZ,Delfzijl,37798,Stoptrein,Arriva,GN,2016-12-07T00:13:00Z,PT0S
DZ,Delfzijl,37798,Stoptrein,Arriva,GN,2016-12-07T00:13:00Z,PT0S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT11M5S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT11M5S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT11M5S
AMRN,Alkmaar Noord,4082,Sprinter,NS,HWD,2016-12-07T00:04:00Z,PT11M5S
DZW,Delfzijl West,37798,Stoptrein,Arriva,GN,2016-12-07T00:15:00Z,PT0S
DZW,Delfzijl West,37798,Stoptrein,Arriva,GN,2016-12-07T00:15:00Z,PT0S
BSD,Beesd,36790,Stoptrein,Arriva,DDR,2016-12-07T00:14:00Z,PT1M13S
BSD,Beesd,36790,Stoptrein,Arriva,DDR,2016-12-07T00:14:00Z,PT1M13S
GERP,Groningen Europapark,37896,Stoptrein,Arriva,GN,2016-12-07T00:17:00Z,PT1M14S
GERP,Groningen Europapark,37896,Stoptrein,Arriva,GN,2016-12-07T00:17:00Z,PT1M14S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
SHL,Schiphol Airport,4386,Sprinter,NS,HFD,2016-12-07T00:15:00Z,PT0S
